〇	〇,Ol
䦬	門丰大,NIFm
䦭	門禾日,NRKm
䦮	門𡗗日,NEKm
䦯	門一攵,NGPm
䦰	門⺈电,NQKm
䦱	門爫{爲下},NVSm
䦲	門⺈言,NQYm
䦳	門乚阝,NCBm
䦴	門罒十,NMEm
䦵	門爾,NJem
䦶	门⺈亅,ZQBm
䦷	门人土,ZUJm
䦸	门禺,ZKym
䦹	阝十,BEu
䦺	阝丁,BEd
䦻	阝子,BBz
䦼	阝コ人,BDUu
䦽	阝予,BBy
䦾	𠂤厶儿,UAVd
䦿	阝口丨,BOKu
䧀	阝𠂇厶,BHAi
䧁	阝勹口,BSOv
䧂	阝刀口,BDOv
䧃	阝田,BKt
䧄	阝夂口,BVOv
䧅	阝大弓,BFDg
䧆	阝龷八,BHTu
䧇	阝衣,BWy
䧈	阝西,BEx
䧉	阝甲二,BKEe
䧊	阝⺧口,BPOv
䧋	阝見,BNj
䧌	阝爫女,BVCv
䧍	阝八人口,BTUO
䧎	阝口月,BOSv
䧏	阝夂丰,BVIf
䧐	阝亠口子,BYOB
䧑	阝宀一龰,BWGL
䧒	阝木人人,BIUU
䧓	阝⺆土口,BSJO
䧔	阝人乛心,BUBR
䧕	阝戈口一,BFOG
䧖	阝戈戈,BFFg
䧗	阝𠂉日夂,BPKV
䧘	阝{互中}豕,BCGs
䧙	阝山小丶,BMCW
䧚	阝亠冂口,BYMO
䧛	阝亠冖方,BYQY
䧜	阝广丨口,BWKO
䧝	阝屮一虫,BAGL
䧞	阝馬,BEm
䧟	阝爫臼,BVUj
䧠	阝一丄寸,BGOI
䧡	阝广月丨,BWSK
䧢	阝匚口吅,BFOO
䧣	阝覀示,BEFs
䧤	阝〢䒑{养上},BLXX
䧥	阝一丄心,BGOR
䧦	阝爫{爲下},BVSu
䧧	阝䒑扌戈,BXFF
䧨	阝〢羊八,BLXT
䧩	阝乛耳攵,BBHP
䧪	阝广人女,BWUC
䧫	阝亠冖豕,BYQG
䧬	阝宀{步下}貝,BWNN
䧭	阝{囟框}⺀心,BUZR
䧮	阝宀罒心,BWMR
䧯	阝⺈儿丶,BQVW
䧰	阝魚丿糸,BQPA
䧱	九隹,RTwj
䧲	干隹,ETwg
䧳	止隹,LTwz
䧴	十又隹,EDTw
䧵	冖儿隹,QVTw
䧶	隹亠八,TYTw
䧷	夂⺀隹,VZTw
䧸	古隹,JTwg
䧹	广亻隹,WTTg
䧺	𠂇口隹,HOTw
䧻	人一口隹,UGOT
䧼	⺧口隹,POTw
䧽	丿米隹,PXTw
䧾	人干口隹,UEOT
䧿	龷日隹,HKTw
䨀	入米隹,VXTr
䨁	矛攵隹,BPTm
䨂	禾火隹,RXTw
䨃	日宀女隹,KWCT
䨄	人丶酉隹,UWET
䨅	大丷隹,FXTd
䨆	丷巾攵隹,XMPT
䨇	隹又又,TDDw
䨈	宀一貝隹,WGNT
䨉	貝貝隹,NNTb
䨊	隹隹爿,TTAw
䨋	雨丿七,JPFy
䨌	雨一兀,JGGy
䨍	雨キ丨,JFKy
䨎	雨弓厶,JDAy
䨏	雨冫欠,JXQy
䨐	雨人口,JUOy
䨑	雨大弓,JFDy
䨒	雨羽,JCyy
䨓	雨囗口,JNOy
䨔	雨⺌兀,JNGy
䨕	雨氵𬺰,JZIy
䨖	雨𠂇月,JHSy
䨗	雨爫子,JVBy
䨘	雨見,JNjy
䨙	雨氵壬,JZRy
䨚	雨勹心,JSRy
䨛	雨木丅,JIJy
䨜	雨月月,JSSy
䨝	雨龶月,JESy
䨞	雨丿冂,JPMy
䨟	雨氵土,JZJy
䨠	雨曰乚,JKCy
䨡	雨了凵,JBAy
䨢	雨其乚,JHCy
䨣	雨革,JHgy
䨤	雨由辶,JKZy
䨥	雨隹又,JTDy
䨦	雨亠方,JYYy
䨧	雨立龴,JYDy
䨨	雨𠂤辶,JUZy
䨩	雨礻申,JWKy
䨪	雨土二,JJEy
䨫	雨木夂,JIVy
䨬	雨氵木,JZIy
䨭	雨二月,JESy
䨮	雨丰彐,JIBy
䨯	雨阝日,JBKy
䨰	雨氵革,JZHy
䨱	雨彳夂,JSVy
䨲	雨而丶,JGWy
䨳	雨見見,JNNy
䨴	雨〢寸,JLIy
䨵	雨氵早,JZKy
䨶	雨厶片,JATy
䨷	雨木攴,JILy
䨸	雨阝心,JBRy
䨹	雨亻黑,JTMy
䨺	雨二厶,JEAy
䨻	雨田田,JKKy
䨼	龶月隹又,ESTD
䨽	非己,LDjf
䨾	广非,WLfg
䨿	天非,FLft
䩀	非貝,LNbf
䩁	非毛毛,LRRf
䩂	丆囗丶乛,GNWB
䩃	丆囗二比,GNEV
䩄	丆囗冂儿,GNMV
䩅	丆囗二皮,GNED
䩆	丆囗𠂉{乍下},GNPL
䩇	丆囗⺊口,GNLO
䩈	丆囗𠂉母,GNPC
䩉	丆囗二甫,GNEE
䩊	丆囗夕㔾,GNQB
䩋	丆囗二麻,GNEW
䩌	丆囗隹灬,GNTS
䩍	丆囗日小,GNKC
䩎	丆囗二僉,GNEU
䩏	丆囗戊丶,GNFW
䩐	革𠂉乙,HPBg
䩑	革弓,HDgg
䩒	革一𬺰,HGIg
䩓	革勹厶,HSAg
䩔	革殳,HQsg
䩕	革{卬左}卩,HVAg
䩖	革小丿,HCPg
䩗	革月,HSvg
䩘	革一幺,HGAg
䩙	革亠幺,HYAg
䩚	革{卬左}丶,HVWg
䩛	革心丿,HRPg
䩜	革由,HKog
䩝	革瓜,HRgg
䩞	革⺊口,HLOg
䩟	革大弓,HFDg
䩠	革壬廴,HRBg
䩡	革大人,HFUg
䩢	革扌丅,HFJg
䩣	革人朩,HUIg
䩤	革見,HNjg
䩥	革丿廴,HPBg
䩦	亻丨攵革,TKPH
䩧	革言,HYvg
䩨	革長,HEzg
䩩	革宀㔾,HWBg
䩪	革宀コ,HWDg
䩫	革一入,HGVg
䩬	革𡗗キ,HEFg
䩭	革大口,HFOg
䩮	革彐氺,HBAg
䩯	革了一,HBGg
䩰	革口耳,HOHg
䩱	革人刂,HULg
䩲	革广又,HWDg
䩳	革宀又,HWDg
䩴	革古月,HJSg
䩵	革冖車,HQJg
䩶	革屮虫,HALg
䩷	革亠方,HYYg
䩸	革艹耳,HHHg
䩹	革一丨,HGKg
䩺	革八羽,HTCg
䩻	革馬,HEmg
䩼	革夂辶,HVZg
䩽	革匚吅,HFOg
䩾	革广灬,HWSg
䩿	革十貝,HENg
䪀	革宀心,HWRg
䪁	革〢{养上},HLXg
䪂	革木冂,HIMg
䪃	革亠攵,HYPg
䪄	革龷八,HHTg
䪅	革罒虫,HMLg
䪆	革冂䒑,HMXg
䪇	革艹寸,HHIg
䪈	革口辶,HOZg
䪉	革巛乚,HCCg
䪊	革立{龍右},HYLg
䪋	革口辶,HOZg
䪌	革⺈丶,HQWg
䪍	革門丷,HNXg
䪎	革山口,HMOg
䪏	韋冂人,DMUw
䪐	韋心丿,DRPw
䪑	韋宀匕,DWVw
䪒	韋丶王,DWEw
䪓	韋⺊口,DLOw
䪔	韋甫,DEfw
䪕	韋勹米,DSXw
䪖	韋𠂉夂,DPVw
䪗	韋尸又,DDDw
䪘	韋日龰,DKLw
䪙	韋甫寸,DEIw
䪚	韋曰羽,DKCw
䪛	韋丿田,DPKw
䪜	韋⺈言,DQYw
䪝	韋艹又,DHDw
䪞	天非一,FLGt
䪟	一巾非一,GMLG
䪠	丿乚非一,PCLG
䪡	丿乚非一,PCLG
䪢	丿乚非一,PCLG
䪣	一巾非一,GMLG
䪤	非一田,LGKf
䪥	⺊冖非一,LQLG
䪦	音工,YIgn
䪧	音也,YBen
䪨	音勹丶,YSWn
䪩	音人乛,YUBn
䪪	力口音,COYl
䪫	音一工,YGIn
䪬	音十子,YEBn
䪭	音音,YYnn
䪮	音勹屮,YSAn
䪯	火火冖音,XXQY
䪰	音音心,YYRn
䪱	己頁,DGyj
䪲	兀頁,GGyw
䪳	彐丿頁,BPGy
䪴	冖儿頁,QVGy
䪵	牙頁,FGyy
䪶	且頁,NGyq
䪷	勹口頁,SOGy
䪸	巳七頁,DFGs
䪹	不一頁,GGGb
䪺	土厶頁,JAGy
䪻	厶廾頁,AHGi
䪼	屮凵頁,AAGy
䪽	口丂頁,OJGy
䪾	頁人彡,GUSy
䪿	{囟框}乂頁,UTGy
䫀	彐厶頁,BAGy
䫁	自頁,TGyz
䫂	夕夕頁,QQGx
䫃	辰頁,GGyn
䫄	丷口儿頁,XOVG
䫅	宀木頁,WIGy
䫆	戊頁,FBGw
䫇	彡冂頁,SMGs
䫈	山人乛頁,MUBG
䫉	豸頁,VGyz
䫊	不口頁,GOGb
䫋	禾女頁,RCGy
䫌	白丿頁,UPGb
䫍	非頁,LGyf
䫎	又又頁,DDGo
䫏	其頁,HGyq
䫐	木木頁,IIGy
䫑	大丁頁,FEGd
䫒	{卬左}七日頁,VFKG
䫓	立口頁,YOGl
䫔	丰刀頁,IDGf
䫕	亠丷巾頁,YXMG
䫖	其乚頁,HCGq
䫗	尸二又頁,DEDG
䫘	曰勹乚頁,KSCG
䫙	十艹木頁,EHIG
䫚	冎口頁,NOGy
䫛	亻コ矢頁,TDPG
䫜	山幺幺頁,MAAG
䫝	禾日頁,RKGy
䫞	䒑土灬頁,XJSG
䫟	口貝頁,ONGy
䫠	彡不頁,SGGs
䫡	䒑彐八頁,XBTG
䫢	⺁虍几頁,RLQG
䫣	爫幺大頁,VAFG
䫤	冖日八頁,QKTG
䫥	鬼頁,UGyg
䫦	土厶皿頁,JAMG
䫧	白大頁,UFGb
䫨	龶⺈攵頁,EQPG
䫩	厶厶頁,AAGi
䫪	大乂頁,FTGd
䫫	口十女頁,OECG
䫬	匚儿頁,FVGf
䫭	口丄貝頁,OONG
䫮	彐工寸頁,BIIG
䫯	方大口頁,YFOG
䫰	頁米㐄,GXFy
䫱	而而頁,GGGe
䫲	戊一頁,FGGw
䫳	罒勹頁,MSGw
䫴	木木示頁,IIFG
䫵	自穴頁,TWGz
䫶	木乂大頁,ITFG
䫷	王吅吅頁,EOOG
䫸	風刀,QDdf
䫹	風工,QIgf
䫺	𠂇厶風,HAQf
䫻	風日,QKvf
䫼	風コ人,QDUf
䫽	風毛,QRmf
䫾	風心丿,QRPf
䫿	風刀口,QDOf
䬀	風幺力,QACf
䬁	風宀匕,QWVf
䬂	風戈乚,QFCf
䬃	風立,QYlf
䬄	風戊一,QFGf
䬅	風力力,QCCf
䬆	風禾刂,QRLf
䬇	丷口儿風,XOVQ
䬈	風丷儿,QXVf
䬉	風土八,QJTf
䬊	風大人,QFUf
䬋	風土夂,QJVf
䬌	虍几風,LQQh
䬍	風勹心,QSRf
䬎	風戈一,QFGf
䬏	風立口,QYOf
䬐	風禾女,QRCf
䬑	風田月,QKSf
䬒	風宀又,QWDf
䬓	風音,QYnf
䬔	風人刂,QULf
䬕	風風,QQff
䬖	風白王,QUEf
䬗	日一𰀪風,KGSQ
䬘	風亠口,QYOf
䬙	風爫缶,QVPf
䬚	風馬,QEmf
䬛	風日十,QKEf
䬜	風亠厶,QYAf
䬝	風龷八,QHTf
䬞	風士寸,QJIf
䬟	風{卬左}刂,QVLf
䬠	雨飛,JBfy
䬡	耂日飛,JKBf
䬢	食刀,VDds
䬣	食𠂉乙,VPBs
䬤	尸食,DVs
䬥	弋食,FVsi
䬦	食殳,VQss
䬧	食一兀,VGGs
䬨	食勹九,VSRs
䬩	不食,GVsb
䬪	食不,VGbs
䬫	食{卬左}丶,VVWs
䬬	食冂大,VMFs
䬭	口刀食,ODVs
䬮	食乚人,VCUs
䬯	食⺊口,VLOs
䬰	食刀口,VDOs
䬱	食木一,VIGs
䬲	食勹口,VSOs
䬳	食丷キ,VXFs
䬴	食末,VIms
䬵	食亥,VYhs
䬶	食艮,VBgs
䬷	食夕夕,VQQs
䬸	歹又食,GDVd
䬹	食一土,VGJs
䬺	食羊,VXys
䬻	食二戈,VEFs
䬼	食口月,VOSs
䬽	食丷儿,VXVs
䬾	食丷丿,VXPs
䬿	食尸毛,VDRs
䭀	食乙辶,VBZs
䭁	扌⺁丅食,FRJV
䭂	食口巴,VODs
䭃	食人心,VURs
䭄	食𬺰彐,VIBs
䭅	食囗古,VNJs
䭆	臣卜食,FLVe
䭇	食勹口,VSOs
䭈	食彐廴,VBBs
䭉	食𠂇月,VHSs
䭊	食艹大,VHFs
䭋	食亻木,VTIs
䭌	古月食,JSVg
䭍	食龶皿,VEMs
䭎	食世木,VHIs
䭏	食户冊,VZMs
䭐	食䒑心,VXRs
䭑	食䒑八,VXTs
䭒	食自心,VTRs
䭓	食山䒑,VMXs
䭔	食𠂤辶,VUZs
䭕	車⺁食,JRVc
䭖	食广灬,VWSs
䭗	食音儿,VYVs
䭘	食日小,VKCs
䭙	食匚曰,VFKs
䭚	食音土,VYJs
䭛	食乛攵,VBPs
䭜	食大小,VFCs
䭝	食人日,VUKs
䭞	食罒十,VMEs
䭟	食艹木,VHIs
䭠	食广八,VWTs
䭡	食爫心,VVRs
䭢	食宀丁,VWEs
䭣	食亠二,VYEs
䭤	食口辶,VOZs
䭥	食{养上}艮,VXBs
䭦	食艹寸,VHIs
䭧	食麻糸,VWAs
䭨	食山口,VMOs
䭩	食麻非,VWLs
䭪	饣日二,QKEi
䭫	匕日自,VKTi
䭬	匕日目,VKNi
䭭	䒑自頁,XTGy
䭮	髟䒑自,EXTb
䭯	禾日屮凵,RKAA
䭰	禾日𡗗キ,RKEF
䭱	禾日巾八,RKMT
䭲	禾日丁口,RKEO
䭳	禾女禾日,RCRK
䭴	馬十,EEum
䭵	馬凡,EQam
䭶	馬丌,EHjm
䭷	馬毛,ERmm
䭸	馬八乂,ETTm
䭹	馬{卬左}卩,EVAm
䭺	馬亠几,EYQm
䭻	馬八刀,ETDm
䭼	馬一丌,EGHm
䭽	馬牛,EPnm
䭾	馬犬,EJqm
䭿	馬牛丶,EPWm
䮀	馬勹巳,ESDm
䮁	馬厶廾,EAHm
䮂	馬𠂇丶,EHWm
䮃	馬土厶,EJAm
䮄	馬亠幺,EYAm
䮅	馬戈乚,EFCm
䮆	馬不十,EGEm
䮇	馬彐キ,EBFm
䮈	馬夕夕,EQQm
䮉	馬𠂉𧘇,EPRm
䮊	馬大弓,EFDm
䮋	馬歹刂,EGLm
䮌	馬亻木,ETIm
䮍	馬衣,EWym
䮎	馬乂巾,ETMm
䮏	馬一口,EGOm
䮐	馬冂口,EMOm
䮑	馬爫寸,EVIm
䮒	馬甫,EEfm
䮓	馬⺊早,ELKm
䮔	馬壬龷,ERHm
䮕	馬又又,EDDm
䮖	馬日曰,EKKm
䮗	馬山干,EMEm
䮘	馬臼儿,EUVm
䮙	馬戈一,EFGm
䮚	馬土夂,EJVm
䮛	馬阝寸,EBIm
䮜	馬世木,EHIm
䮝	馬冖車,EQJm
䮞	馬𡗗日,EEKm
䮟	馬宀又,EWDm
䮠	馬一田,EGKm
䮡	馬𠂉夂,EPVm
䮢	馬千臼,ERUm
䮣	馬又木,EDIm
䮤	馬冖隹,EQTm
䮥	馬一丨,EGKm
䮦	馬亠口,EYOm
䮧	十早人馬,EKUE
䮨	馬宀辛,EWYm
䮩	馬骨,ENgm
䮪	馬夕木,EQIm
䮫	馬口女,EOCm
䮬	馬艹大,EHFm
䮭	馬爫見,EVNm
䮮	馬木夂,EIVm
䮯	馬龶攵,EEPm
䮰	馬亠古,EYJm
䮱	馬豕辶,EGZm
䮲	馬龷八,EHTm
䮳	馬丿田,EPKm
䮴	馬癶䒑,EDXm
䮵	馬音土,EYJm
䮶	馬隹木,ETIm
䮷	馬罒虫,EMLm
䮸	𦥑乂冖馬,UTQE
䮹	馬止{步下},ELNm
䮺	馬亠二,EYEm
䮻	馬士寸,EJIm
䮼	馬火㐄,EXFm
䮽	馬鹿灬,EWSm
䮾	馬立{龍右},EYLm
䮿	馬宀龰,EWLm
䯀	馬耳耳,EHHm
䯁	馬亠凡,EYQm
䯂	馬馬木,EEIm
䯃	马宀女,AWCm
䯄	马口人,AOUm
䯅	马耳又,AHDm
䯆	骨乚,NCug
䯇	骨力,NClg
䯈	骨一兀,NGGg
䯉	骨欠,NQqg
䯊	骨丁口,NEOg
䯋	骨𠂇丶,NHWg
䯌	骨尸九,NDRg
䯍	骨人龴,NUDg
䯎	骨人干,NUEg
䯏	骨千口,NROg
䯐	骨冂人,NMUg
䯑	骨⺌兀,NNGg
䯒	骨行,NSxg
䯓	骨土土,NJJg
䯔	骨宀七,NWFg
䯕	骨壬廴,NRBg
䯖	骨丶艮,NWBg
䯗	骨比土,NVJg
䯘	骨宀兀,NWGg
䯙	骨甫,NEfg
䯚	骨幺月,NASg
䯛	骨宀㔾,NWBg
䯜	骨日𰀪,NKSg
䯝	骨𠂇月,NHSg
䯞	骨冎口,NNOg
䯟	骨䒑𧰨,NXRg
䯠	骨日皿,NKMg
䯡	骨䒑八,NXTg
䯢	麻骨,WNgm
䯣	骨口貝,NONg
䯤	骨人日,NUKg
䯥	骨日灬,NKSg
䯦	骨艹丶,NHWg
䯧	亠口冂口,YOMO
䯨	亠口口大,YOOF
䯩	亠口口巴,YOOD
䯪	亠口口頁,YOOG
䯫	日亠冂口,KYMO
䯬	亠口日十,YOKE
䯭	髟又,EDob
䯮	髟乃,EAnb
䯯	髟小丿,ECPb
䯰	髟人{介下},EUTb
䯱	髟不,EGbb
䯲	髟巴,EDbb
䯳	髟八厶,ETAb
䯴	髟殳,EQsb
䯵	髟十廾,EEHb
䯶	髟且,ENqb
䯷	髟戈𠂇,EFHb
䯸	髟冫欠,EXQb
䯹	髟彐又,EBDb
䯺	髟{卬左}口,EVOb
䯻	髟⺧口,EPOb
䯼	髟犭火,EVXb
䯽	髟立口,EYOb
䯾	髟⺆口,ESOb
䯿	髟亠十,EYEb
䰀	髟禾女,ERCb
䰁	髟彐氺,EBAb
䰂	髟爫木,EVIb
䰃	髟䒑䒑,EXXb
䰄	髟田心,EKRb
䰅	髟頁,EGyb
䰆	髟矛木,EBIb
䰇	髟耂日,EJKb
䰈	髟羊工,EXIb
䰉	髟舟殳,ERQb
䰊	髟甫寸,EEIb
䰋	髟日女,EKCb
䰌	髟彳龰,ESLb
䰍	髟木氺,EIAb
䰎	髟口貝,EONb
䰏	髟十隹,EETb
䰐	髟臣皿,EFMb
䰑	髟雨而,EJGb
䰒	髟艹豕,EHGb
䰓	髟自方,ETYb
䰔	髟舟皿,ERMb
䰕	髟虍皿,ELMb
䰖	髟⺧貝,EPNb
䰗	鬥⺈电,NQKd
䰘	鬥羽彡,NCSd
䰙	一口十又,GOED
䰚	一口丨文,GOKY
䰛	一口丨瓦,GOKH
䰜	弓一弓,DGDg
䰝	一口丷日,GOXK
䰞	弓耂丨,DJKg
䰟	二厶鬼,EAUe
䰠	鬼申,UKsg
䰡	鬼牛丶,UPWg
䰢	鬼行,USxg
䰣	鬼冂乂,UMTg
䰤	木日鬼,IKUg
䰥	戈口鬼,FOUg
䰦	鬼白十,UUEg
䰧	鬼虍几,ULQg
䰨	鬼𠃜目,UDNg
䰩	耂日鬼,JKUg
䰪	{四点}人月鬼,XUSU
䰫	鬼土兀,UJGg
䰬	鬼矛口,UBOg
䰭	而而鬼,GGUe
䰮	鬼䒑戈,UXFg
䰯	鬼匕龰,UVLg
䰰	雨而鬼,JGUy
䰱	雨吅鬼,JOUy
䰲	魚乚,QCu
䰳	魚丁,QEd
䰴	魚𠂉乙,QPBi
䰵	魚子,QBz
䰶	魚亠乚,QYCu
䰷	魚丰,QIf
䰸	魚八厶,QTAi
䰹	魚戈,QFg
䰺	魚⺁丅,QRJu
䰻	魚攵,QPp
䰼	魚人丶乛,QUWB
䰽	魚一巾,QGMj
䰾	魚巴,QDb
䰿	魚𠂉也,QPBe
䱀	魚冂大,QMFd
䱁	魚木一,QIGu
䱂	魚幺力,QACl
䱃	魚牛丶,QPWu
䱄	魚瓜,QRg
䱅	魚末,QIm
䱆	魚乃子,QABz
䱇	魚日一,QKGu
䱈	魚示,QFs
䱉	魚且,QNq
䱊	魚米,QXm
䱋	魚龷八,QHTu
䱌	魚匚口丨,QFOK
䱍	魚二{炙上},QESu
䱎	魚二日,QEKv
䱏	魚一口䒑,QGOX
䱐	魚爫子,QVBz
䱑	魚扌⺁丅,QFRJ
䱒	魚口巴,QODb
䱓	魚壬廴,QRBd
䱔	魚亻丨攵,QTKP
䱕	魚𠂉母,QPCm
䱖	魚丌匚コ,QHFD
䱗	⺊夕又魚,LQDQ
䱘	禾刂魚,RLQv
䱙	魚上小又,QLCD
䱚	魚彐氺,QBAs
䱛	魚戈口一,QFOG
䱜	魚龷日,QHKv
䱝	魚白丿十,QUPE
䱞	魚大示,QFFs
䱟	魚尸古,QDJg
䱠	魚戈戈,QFFg
䱡	魚勹米,QSXm
䱢	魚⺈彐亅,QQBB
䱣	魚亠人十,QYUE
䱤	魚⺈臼,QQUj
䱥	牛冂魚,PMQn
䱦	魚隹,QTw
䱧	魚丷夫㔾,QXJB
䱨	魚木冂刂,QIML
䱩	魚冂亠乚,QMYC
䱪	魚龶𧘇,QERu
䱫	木口刂魚,IOLQ
䱬	魚乛龰月,QBLS
䱭	魚忄二{炙上},QUES
䱮	魚丰刀大,QIDF
䱯	矛攵魚,BPQm
䱰	魚千日二,QRKE
䱱	魚亠冖巾,QYQM
䱲	魚{互中}豕,QCGs
䱳	魚厂甲二,QGKE
䱴	魚忄二日,QUEK
䱵	魚八厶羽,QTAC
䱶	魚丶厶阝,QWAB
䱷	虍魚攵,LQPh
䱸	魚臼丨又,QUKD
䱹	魚羊工,QXIg
䱺	魚山口䒑,QMOX
䱻	魚骨,QNg
䱼	魚尸艹{畏下},QDHF
䱽	魚人丿口,QUPO
䱾	魚口口女,QOOC
䱿	魚車⺁丅,QJRJ
䲀	土䒑丶魚,JXWQ
䲁	魚尸示寸,QDFI
䲂	魚方乛龰,QYBL
䲃	魚巛日木,QCKI
䲄	魚𠂉母攵,QPCP
䲅	魚夫見,QJNj
䲆	魚魚,QQv
䲇	魚木口辶,QIOZ
䲈	魚麻,QWm
䲉	魚其⺁丅,QHRJ
䲊	魚阝工月,QBIS
䲋	魚夫夫曰,QJJK
䲌	魚士示欠,QJFQ
䲍	舟丷魚,RXQo
䲎	魚乛耳攵,QBHP
䲏	魚火冖力,QXQC
䲐	魚虍田力,QLKC
䲑	魚䒑扌戈,QXFF
䲒	魚⺈刀牛,QQDP
䲓	魚僉,QUq
䲔	魚三田田,QIKK
䲕	魚䒑䒑日,QXXK
䲖	魚士口寸,QJOI
䲗	魚行金,QSVv
䲘	魚⺮尸コ,QPDD
䲙	魚⺮厶卩,QPAA
䲚	魚木⺈貝,QIQN
䲛	魚艹冖目,QHQN
䲜	魚魚魚魚,QQQQ
䲝	鱼人㔾,QUBy
䲞	鱼立,QYly
䲟	鱼{卬左}卩,QVAy
䲠	鱼𡗗日,QEKy
䲡	鱼丷酉,QXEy
䲢	月丷夫鱼,SXJQ
䲣	虍鱼攵,LQPh
䲤	鱼氵酉,QZEy
䲥	九鳥,RUnj
䲦	鳥大,UFdn
䲧	土鳥,JUn
䲨	工鳥,IUng
䲩	尸鳥,DUn
䲪	大鳥,FUnd
䲫	兀鳥,GUnw
䲬	鳥{卬左}七,UVFn
䲭	{卬左}七鳥,VFUn
䲮	一兀鳥,GGUn
䲯	乃丶鳥,AWUn
䲰	二厶鳥,EAUe
䲱	鳥方,UYun
䲲	八厶鳥,TAUn
䲳	亠几鳥,YQUn
䲴	火鳥,XUn
䲵	小丿鳥,CPUx
䲶	一兀鳥,GGUn
䲷	鳥木,UIvn
䲸	人{介下}鳥,UTUn
䲹	不一鳥,GGUb
䲺	艹二鳥,HEUn
䲻	亠幺鳥,YAUn
䲼	生鳥,PUns
䲽	石鳥,GUn
䲾	工丂鳥,IJUg
䲿	尸匕鳥,DVUn
䳀	鳥牛丶,UPWn
䳁	鳥𠂇丶,UHWn
䳂	刀口鳥,DOUd
䳃	鳥夕㔾,UQBn
䳄	止匕鳥,LVUz
䳅	鳥口八,UOTn
䳆	白鳥,UUnb
䳇	母鳥,CUnm
䳈	鳥勹巳,USDn
䳉	夂⺀鳥,VZUn
䳊	𠂇又丶鳥,HDWU
䳋	虫鳥,LUn
䳌	厶月鳥,ASUi
䳍	龷八鳥,HTUn
䳎	臼鳥,UUnj
䳏	土土鳥,JJUn
䳐	冫欠鳥,XQUs
䳑	𠂇月鳥,HSUn
䳒	十戈鳥,EFUn
䳓	耂匕鳥,JVUn
䳔	臼鳥,UUnj
䳕	爫子鳥,VBUn
䳖	鳥耳乚,UHCn
䳗	鳥丿戈,UPFn
䳘	鳥丿戈,UPFn
䳙	由丂鳥,KJUo
䳚	日干鳥,KEUn
䳛	日女鳥,KCUn
䳜	人一朩鳥,UGIU
䳝	立口鳥,YOUl
䳞	𡗗キ鳥,EFUn
䳟	日月鳥,KSUn
䳠	壬龷鳥,RHUr
䳡	隹鳥,TUnw
䳢	其鳥,HUnq
䳣	十戈⺈鳥,EFQU
䳤	丷巾八鳥,XMTU
䳥	山人龴鳥,MUDU
䳦	宀二日鳥,WEKU
䳧	鳥亻矢,UTPn
䳨	白王鳥,UEUb
䳩	覀女鳥,ECUx
䳪	山而鳥,MGUn
䳫	癶天鳥,DFUn
䳬	革鳥,HUng
䳭	彐厶卩鳥,BAAU
䳮	月永鳥,SZUn
䳯	千日鳥,RKUq
䳰	亻口木鳥,TOIU
䳱	矛夂鳥,BVUm
䳲	扌辰鳥,FGUn
䳳	屮凵示鳥,AAFU
䳴	罒小鳥,MCUw
䳵	木人力鳥,IUCU
䳶	鳥爫大,UVFn
䳷	彳人鳥,SUUr
䳸	麻鳥,WUnm
䳹	鳥宀攴,UWLn
䳺	人丶酉鳥,UWEU
䳻	車⺁鳥,JRUc
䳼	鳥匚吅,UFOn
䳽	山隹鳥,MTUn
䳾	癶一䒑鳥,DGXU
䳿	{炙上}犬灬鳥,SJSU
䴀	音土鳥,YJUn
䴁	宀禺鳥,WKUn
䴂	⺈口𧰨鳥,QORU
䴃	土土兀鳥,JJGU
䴄	爫冖㐄鳥,VQFU
䴅	十廾貝鳥,EHNU
䴆	〢䒑{养上}鳥,LXXU
䴇	雨人鳥,JUUy
䴈	{向框}米大鳥,UXFU
䴉	罒一鳥,MGUw
䴊	䒑土戈鳥,XJFU
䴋	鳥罒𧘇,UMRn
䴌	鳥艹豕,UHGn
䴍	貝貝鳥,NNUb
䴎	田田鳥,KKUt
䴏	艹一灬鳥,HGSU
䴐	宀王貝鳥,WENU
䴑	田田鳥,KKUt
䴒	雨吅鳥,JOUy
䴓	一巾鸟,GMSn
䴔	亠八乂鸟,YTTS
䴕	歹刂鸟,GLSd
䴖	龶月鸟,ESSn
䴗	目犬鸟,NJSn
䴘	⺁虍几鸟,RLQS
䴙	尸口辛鸟,DOYS
䴚	鹵亠几,LYQl
䴛	鹵⺌月,LNSl
䴜	鹵鬼,LUgl
䴝	鹵曰又,LKDl
䴞	鹵羽隹,LCTl
䴟	鹿凡,WQal
䴠	鹿夭,WRyl
䴡	丌䒑比,HXVj
䴢	鹿木,WIvl
䴣	鹿丿𬺰,WPIl
䴤	鹿生,WPsl
䴥	鹿力口,WCOl
䴦	鹿言,WYvl
䴧	鹿禾女,WRCl
䴨	鹿厂小,WGCl
䴩	鹿覀示,WEFl
䴪	鹿礻氺,WWAl
䴫	鹿雨龴,WJDl
䴬	木人夂弋,IUVF
䴭	木人𬺰丿,IUIP
䴮	木人夂山,IUVM
䴯	木人勹𰀪,IUSS
䴰	木人夂戈,IUVF
䴱	木人宀匕,IUWV
䴲	木人夂末,IUVI
䴳	木人夂穴,IUVW
䴴	木人⺊口,IULO
䴵	木人䒑廾,IUXH
䴶	木人夂丰,IUVI
䴷	木人一兀,IUGG
䴸	木人爫子,IUVB
