曰	日
𣹳	水卜女水
澭	水卜女土
𤃟	水卜女土
泫	水卜女戈
𭳹	水卜女戈
𤄞	水卜女大
𰝱	水卜女大
𤄞	水卜女弓
𬉑	水卜女弓
𣴃	水卜女人
𣵅	水卜女心
𰛹	水卜女心
𣽲	水卜女手
𭰻	水卜女廿
𣳌	水卜女山
𣴹	水卜女山
𭳘	水卜女女
滀	水卜女田
𣵔	水卜田
澟	水卜田木
𣼆	水卜田木
𣿚	水卜田木
𤂈	水卜田木
𣻋	水卜田水
𣶓	水卜田水
𪷤	水卜田火
𣻶	水卜田土
滷	水卜田戈
𣷶	水卜田戈
𰛮	水卜田大
𤅦	水卜田中
澶	水卜田一
𭳧	水卜田一
𣶓	水卜田弓
𭱫	水卜田口
𭲳	水卜田廿
瀤	水卜田女
滖	水卜田女
㶎	水卜田女
𣿞	水卜田女
𤃯	水卜田卜
濟	水卜難
𭳯	水卜難火
𤅈	水卜難一
𤁜	水卜難手
汴	水卜卜
𤁷	水卜卜月
火	火
𫴸	火日
𭴌	火日
焻	火日日
焨	火日月
𤊉	火日月
𭵹	火日月尸
煴	火日月廿
𤊻	火日月山
𬋟	火日月女
𡭴	火日火
𭴽	火日火
熀	火日火山
𮭎	火日竹日火
𩴏	火日竹戈
𪸺	火日竹中
煋	火日竹一
𤈋	火日竹弓
焺	火日竹廿
煝	火日竹山
𡭪	火日竹山
𤊵	火日戈中
𤌰	火日十十
𪸮	火日大
炟	火日一
𤇁	火日一
𤉊	火日一
𤎲	火日一土
煬	火日一竹
𤊢	火日一戈
𭵑	火日一戈
焊	火日一十
㷸	火日一十
𰞮	火日一大
𪹈	火日一一
煶	火日一人
𤍴	火日一女
𡮆	火日弓
𤏐	火日弓日
燗	火日弓月
𤐛	火日弓月
𡦐	火日弓木
𰟟	火日弓土
𡮣	火日弓竹
𡮥	火日弓竹
𤓙	火日弓十
燘	火日弓大
熌	火日弓人
燜	火日弓心
𡮬	火日弓心
𡮮	火日弓心
𰟫	火日弓口
𤑷	火日弓女
爛	火日弓田
爓	火日弓難
𤓁	火日弓難
𤒻	火日弓卜
𤑼	火日人尸
𤒫	火日人尸
𤈑	火日心
焬	火日心竹
𥮬	火日心竹
焜	火日心心
𫴾	火日心心
㷎	火日心女
燳	火日口火
熶	火日尸水
𤌙	火日尸一
𤌱	火日廿金
𬊭	火日廿金
𭵒	火日廿金
爆	火日廿水
爗	火日廿十
𤑻	火日廿一
𪹼	火日廿心
𤐲	火日廿手
𤒃	火日廿手
𪹷	火日廿女
𤆵	火日山
𤉆	火日山
𤒺	火日山木
𤑥	火日山十
𤒁	火日山心
𤓊	火日山口
𤋪	火日山山
𤐴	火日女火
𬋏	火日女人
熳	火日田水
𤊋	火日卜金
燝	火日卜火
𧚵	火日卜竹女
𤋉	火日卜戈
𪸻	火日卜大
煜	火日卜廿
𤓢	火日卜女
肖	火月
龸	火月
𦙊	火月
𰃮	火月
熐	火月日金
𭵁	火月日山
焩	火月月
𫆙	火月月
燰	火月月水
𤊐	火月月水
𬊺	火月月水
觉	火月月竹山
𤑺	火月月中
𤇒	火月月一
𤑺	火月月弓
𬋊	火月月手
煱	火月月口
𪾚	火月月廿
覚	火月月山山
𬡾	火月月山山
𤉾	火月金木
𭵎	火月金弓
烱	火月金口
栄	火月木
𤊕	火月木
𪴍	火月木
𤿨	火月木竹水
𤿼	火月木竹水
𬐓	火月木竹口
𡙪	火月木大
𡭾	火月木山
泶	火月水
𤆳	火月水
𭁭	火月水
㡀	火月火
𤇑	火月火
𥽲	火月火木
𤐘	火月火水
𰏘	火月火火
坣	火月土
𡓧	火月土
𤌁	火月土月
𪸼	火月土口
鶺	火月竹日火
鴬	火月竹日火
䳤	火月竹日火
𪁎	火月竹日火
𪁺	火月竹日火
𪂟	火月竹日火
𪄹	火月竹日火
𤎶	火月竹火
𭵂	火月竹土
喾	火月竹土口
𡮵	火月竹十土
𤇛	火月竹一
𤆤	火月竹弓
㲂	火月竹弓水
𤊚	火月竹弓一
𫞢	火月竹手
㲖	火月竹手山
𭯝	火月竹手山
𤌵	火月竹尸
䰪	火月竹山戈
𰣈	火月竹田
熖	火月竹難
𫻹	火月戈
𭵃	火月戈大
𬖬	火月戈大水
𬖬	火月戈大大
𥊣	火月十月一
𥊣	火月十月女
𢻒	火月十水
煇	火月十十
𡝷	火月十女
燃	火月大火
𪸩	火月大手
労	火月大尸
㷔	火月中日
𰳝	火月中戈戈
𡮕	火月中中
蛍	火月中一戈
𧓔	火月中一戈
削	火月中弓
𡭙	火月一
𤇙	火月一
𤇅	火月一
𩓝	火月一月金
𮨏	火月一月金
煖	火月一水
𭵂	火月一土
𭸼	火月一土戈
尝	火月一一戈
𠤝	火月一一心
烔	火月一口
𬒈	火月一口
𡜈	火月一女
𫴽	火月一女山
𬆅	火月一卜一
𰀶	火月弓
𦫢	火月弓日山
𰴣	火月弓月土
𰴣	火月弓月手
学	火月弓木
烰	火月弓木
䣊	火月弓中
𨛍	火月弓中
𬳸	火月弓女一
鲎	火月弓田一
𪸖	火月人
𭕆	火月人
𪹥	火月人火
𨿰	火月人土
𩀯	火月人土
敞	火月人大
敝	火月人大
𢽐	火月人大
𫷓	火月人一月
熎	火月人山
𡭠	火月心
𢝦	火月心
𭝒	火月心
鹡	火月心卜一
鸴	火月心卜一
𫛮	火月心卜一
㶲	火月手
𪸼	火月手口
尚	火月口
炯	火月口
尙	火月口
𫩠	火月口
𡮢	火月口日
𬻬	火月口日一
𨜂	火月口日山
賞	火月口月金
赏	火月口月人
㦂	火月口月心
棠	火月口木
堂	火月口土
𨎖	火月口土十
𫵌	火月口竹一
営	火月口竹口
党	火月口竹山
𫵅	火月口竹女
𡭿	火月口戈人
常	火月口中月
𬓂	火月口一火
牚	火月口一竹
𰢃	火月口一戈
瓽	火月口一弓
𨡔	火月口一田
𭓋	火月口弓木
㗬	火月口弓弓
𡖹	火月口弓弓
𢡭	火月口人心
𦈹	火月口人山
𠤠	火月口心
嘗	火月口心日
掌	火月口手
営	火月口口
𣋈	火月口廿日
甞	火月口廿一
𥋤	火月口廿山
𰟊	火月口山火
𡝣	火月口女
當	火月口田
黨	火月口田火
𧒾	火月口田戈
𭟚	火月口田心
𣥺	火月口卜一
𫵁	火月口卜一
𫵂	火月口卜一
䟫	火月口卜人
𧨲	火月口卜口
𬔢	火月口卜廿
裳	火月口卜女
𮚑	火月尸月金
𪸾	火月尸木
𤉒	火月尸竹
𦐺	火月尸一一
𭉢	火月尸一口
𩠦	火月廿竹山
𤌯	火月廿大
黉	火月廿中金
𤎏	火月廿人
焵	火月廿山
焹	火月廿女
峃	火月山
𥃻	火月山
𧴪	火月山金
𪸭	火月山金
爠	火月山土
𪸹	火月山竹
𪹎	火月山竹
𤋀	火月山大
𤐣	火月山中
𤐣	火月山弓
覍	火月山山
䙺	火月山山
𡜽	火月女
𪸯	火月女
𤌳	火月女大
𠹉	火月女口日
𭺮	火月女口廿
𤓡	火月田水
𡮝	火月田火土
𡓪	火月田土土
爝	火月田戈
𡭵	火月田中
𤋠	火月田中
𪺄	火月田中
𪺆	火月田中
𬉾	火月卜
𢼼	火月卜水
𰕋	火月卜水
烿	火月卜竹
𬊝	火金
𭦃	火金日
脊	火金月
𮭉	火金月竹火
𫃘	火金火手
𡔇	火金土
炂	火金戈
𤌏	火金戈一
焧	火金戈心
𰟍	火金大弓
𠝿	火金中弓
熑	火金一金
燇	火金一戈
煫	火金一人
𪿝	火金一口
𰟏	火金一廿
煪	火金一田
焍	火金弓竹
䣔	火金弓中
𧺄	火金弓人廿
焀	火金人口
𱉰	火金心卜一
举	火金手
挙	火金手
𨆜	火金口卜人
𤆶	火金尸竹
𩧔	火金尸手火
熷	火金田日
𬊤	火金田十
𣀰	火金卜水
𣀲	火金卜水
誉	火金卜一口
𮘐	火金卜一口
米	火木
炑	火木
𡭢	火木
𣏦	火木
𫂵	火木日
𮇇	火木日
𥺰	火木日木
𬖞	火木日木戈
𥻵	火木日土戈
𥻡	火木日竹山
𮇘	火木日十
𬊩	火木日一
糧	火木日一土
糃	火木日一竹
𰫀	火木日一戈
𬖝	火木日一十
䊓	火木日一人
𥼴	火木日弓日
𮇻	火木日弓月
𫃐	火木日弓心
𥽭	火木日弓田
䊐	火木日心心
𥻉	火木日心女
粑	火木日山
𥺸	火木日山日
𮇜	火木日女
䊡	火木日田水
𫃏	火木日卜火
𬊃	火木月
𥻩	火木月日金
𮇧	火木月月
𮇨	火木月月水
𮇳	火木月月水
粣	火木月月一
𥺍	火木月金十
𥺂	火木月金口
𥹽	火木月木戈
𤓄	火木月水
𥺝	火木月土口
𬖑	火木月竹山
𮇷	火木月竹難
𰫃	火木月十十
粗	火木月一
𬊩	火木月一
𥺎	火木月一金
𬖼	火木月一弓
粡	火木月一口
粰	火木月弓木
𬖴	火木月人火
𥺝	火木月手口
𥺲	火木月尸木
粣	火木月廿
𥹣	火木月廿
𥹤	火木月廿廿
𥻠	火木月山竹
粯	火木月山山
𥻺	火木月女大
𥸻	火木月卜
𥺻	火木金
𬖍	火木金
𰫌	火木金竹山
𫃄	火木金戈心
𫃋	火木金十
𥻧	火木金一金
𥺀	火木金弓竹
𥹲	火木金口山
粉	火木金尸竹
𰫓	火木金田日
𤊩	火木木
𭩼	火木木
𥻗	火木木日一
䊂	火木木月
𥻗	火木木月一
𤏗	火木木木
𮇥	火木木木
𥽍	火木木木火
𥽢	火木木木大
𬖾	火木木水金
𤐖	火木木火
𩏸	火木木土火
爩	火木木竹
𪹡	火木木竹
𥹖	火木木竹水
𥺚	火木木竹中
籿	火木木戈
𤓭	火木木戈
𤓣	火木木戈
粖	火木木十
𥹵	火木木中
𥻃	火木木中弓
𬖓	火木木一
𪹵	火木木人
𬋔	火木木女
𥽾	火木木田日
𥻂	火木木田火
𥸩	火木水
𮇹	火木水金木
𥼔	火木水木中
𬖤	火木水水水
𣜩	火木水火木
𰫅	火木水竹口
糔	火木水戈戈
𬖘	火木水手
𬖽	火木水廿月
𤏂	火木火
𥹶	火木火月
𥽻	火木火月火
糛	火木火月土
䊑	火木火月口
𥼽	火木火月田
𥹫	火木火木
𥼬	火木火木
𥼭	火木火木手
𥺇	火木火木女
䊏	火木火火
𫃑	火木火火尸
𥹿	火木火土
粆	火木火竹
𥻕	火木火十木
𰪷	火木火大
䉽	火木火手
𮇺	火木火手日
䊎	火木火手山
𥹥	火木火尸一
䊦	火木土月廿
𥺙	火木土金水
𥹩	火木土木戈
𥹓	火木土戈
䊭	火木土弓戈
𥺃	火木土心
𮇕	火木土口
糦	火木土口口
粕	火木竹日
𪀿	火木竹日火
𬷷	火木竹日火
䊗	火木竹日土
𥻷	火木竹日十
𮇸	火木竹日十
𫃖	火木竹日中
𥹝	火木竹月口
𬖹	火木竹木月
𥼄	火木竹木木
𰪽	火木竹木弓
䊝	火木竹木心
䊩	火木竹木田
粄	火木竹水
𭴗	火木竹水
𥹾	火木竹水十
𥹪	火木竹水手
𥺢	火木竹水田
䉿	火木竹火木
𥽊	火木竹火山
𰪯	火木竹土
𥼹	火木竹土水
𥺊	火木竹土口
𰫍	火木竹土尸
䊁	火木竹土山
𥻧	火木竹竹金
𫃖	火木竹竹中
𥸱	火木竹竹弓
𮇶	火木竹竹田
𮇚	火木竹戈水
粁	火木竹十
𮇭	火木竹十水
𥻝	火木竹十土
𰫈	火木竹十土
𥼱	火木竹大月
𥼹	火木竹一水
䉼	火木竹一中
𬖙	火木竹一口
籶	火木竹弓
䊃	火木竹弓月
𥺵	火木竹弓月
𣪿	火木竹弓水
𩘽	火木竹弓戈
糌	火木竹人日
𮇼	火木竹人水
𰪺	火木竹人弓
䊴	火木竹人人
𥻀	火木竹人口
𬖸	火木竹人口
籷	火木竹心
𰪵	火木竹手人
粍	火木竹手山
𥻼	火木竹口火
粐	火木竹尸
糄	火木竹尸月
𥽪	火木竹尸火
𮇫	火木竹尸尸
𰪮	火木竹廿
𥼟	火木竹廿人
𥽷	火木竹山金
𥼺	火木竹山十
糗	火木竹山大
𥽃	火木竹山心
𥸾	火木竹女中
䉻	火木竹女心
粺	火木竹田十
𥼟	火木竹田人
𰫄	火木竹難土
𫃈	火木竹難尸
糌	火木竹卜日
𥻀	火木竹卜口
𥼕	火木竹卜廿
𬉴	火木戈
𬖎	火木戈
𰪩	火木戈
粮	火木戈日女
糐	火木戈月戈
𥽰	火木戈金木
䊳	火木戈金卜
𬖔	火木戈木
𥽰	火木戈木木
𥽓	火木戈木戈
𥽨	火木戈木口
䊳	火木戈木卜
粧	火木戈土
𥺁	火木戈土戈
𥼀	火木戈竹火
𥼊	火木戈竹十
𥻇	火木戈竹口
𮇋	火木戈戈
糝	火木戈戈竹
𫂽	火木戈十
䊇	火木戈十月
𫃎	火木戈十金
𫃁	火木戈十水
𥺨	火木戈十口
𥹔	火木戈大水
糁	火木戈大竹
𥹔	火木戈大大
𮇆	火木戈大山
𫃍	火木戈中月
糠	火木戈中水
糐	火木戈中戈
𥺧	火木戈中人
糖	火木戈中口
𥹼	火木戈弓人
𥼻	火木戈人金
𥻓	火木戈人口
𥹨	火木戈心一
䊌	火木戈心心
𥹋	火木戈口
𥽇	火木戈口心
粐	火木戈尸
糄	火木戈尸月
𥼼	火木戈尸大
𮇫	火木戈尸尸
𥼵	火木戈尸廿
𥹇	火木戈廿
䊯	火木戈廿金
𥼌	火木戈廿火
𥽝	火木戈難水
麊	火木戈難心
𥺦	火木戈卜口
籵	火木十
㶬	火木十
𰫒	火木十日人
𥹸	火木十月木
𥻨	火木十月火
𥽕	火木十月火
䊖	火木十月十
𥺥	火木十月一
䊉	火木十木
𥸳	火木十水
𭣜	火木十水
𥻞	火木十竹口
䊜	火木十戈戈
𥼏	火木十十手
粀	火木十大
𬖡	火木十大日
𥺄	火木十大木
粩	火木十大心
𥹬	火木十大尸
粽	火木十一火
𥹍	火木十一弓
糘	火木十一人
𬖣	火木十一人
𥹳	火木十一山
𥺹	火木十弓山
𥼍	火木十人日
𰫉	火木十人金
𥹈	火木十心
𬖵	火木十心山
䊀	火木十口
𤋹	火木十口
糊	火木十口月
𥽴	火木十口口
𭓚	火木十口口
𫃀	火木十女
𥼥	火木十田火
𥻮	火木十卜十
类	火木大
炔	火木大
𰪦	火木大
䊛	火木大金水
𥺭	火木大金尸
𰪻	火木大木
䊛	火木大木水
𰫁	火木大土
𥽅	火木大竹十
粏	火木大戈
𥺿	火木大一口
𮇃	火木大弓
𰪸	火木大弓日
𬖚	火木大弓木
粋	火木大弓十
𫦨	火木大尸
𮇒	火木大尸口
糣	火木大山日
𠔗	火木中
𫂻	火木中日
𮇌	火木中月大
㸊	火木中金
𫂷	火木中戈十
𬖮	火木中戈廿
𥸺	火木中中中
𥸺	火木中中弓
𥻍	火木中一日
𥼩	火木中一金
𧊾	火木中一戈
𥺘	火木中一卜
𤊶	火木中弓
𫥾	火木中弓
䊧	火木中弓金
𰫊	火木中弓水
𬋍	火木中人
𰫂	火木中心月
𥹧	火木中手
𬖟	火木中尸心
𬖺	火木中尸田
粙	火木中田
䊘	火木中田月
𥹞	火木中田心
𥺒	火木中田尸
䊥	火木中難
𥼠	火木中卜木
𥼞	火木中卜火
㶱	火木一
䉺	火木一
𡭦	火木一
粨	火木一日
𬖦	火木一日木
𥹚	火木一日一
糯	火木一月月
糥	火木一月月
頪	火木一月金
𩓮	火木一月金
𥽟	火木一月水
𥽣	火木一月火
𥽥	火木一月土
𥼸	火木一月戈
𥻟	火木一月大
粫	火木一月中
𥼸	火木一月中
𫟀	火木一月一
𥽮	火木一月弓
𥽛	火木一月人
𥾂	火木一月人
𱂧	火木一月人
𫟀	火木一月尸
𥽯	火木一月田
粞	火木一金田
粄	火木一水
𤆿	火木一水
𰪳	火木一火
𥹒	火木一火十
𥹂	火木一火一
𥺖	火木一火口
𰪬	火木一土
𰪯	火木一土
𥼲	火木一十大
粳	火木一中大
𥺼	火木一中一
𤭰	火木一中弓
𥸴	火木一中尸
𮇅	火木一一一
𥸰	火木一一弓
𥼳	火木一一心
粝	火木一一尸
𥸧	火木一弓
𰪲	火木一弓口
𥹘	火木一人月
𥼻	火木一人金
𥻓	火木一人口
煒	火木一手
𫂹	火木一口
𥻥	火木一口月
𥺉	火木一口廿
𥻅	火木一口田
粐	火木一尸
𥸯	火木一尸
𥸶	火木一廿
糲	火木一廿月
𮇔	火木一廿金
𥺗	火木一廿田
糣	火木一山日
𰫔	火木一田水
糎	火木一田土
𥻛	火木一田土
䊤	火木一田十
𥽶	火木一田大
糆	火木一田中
𥼦	火木一田田
㐘	火木弓
𥸲	火木弓
𬖋	火木弓
𮇢	火木弓月土
籽	火木弓木
𥺬	火木弓木廿
𥼙	火木弓水火
𫂼	火木弓火
粈	火木弓土
𭓓	火木弓土
𥺣	火木弓土土
糅	火木弓竹木
𥻾	火木弓竹水
糑	火木弓竹竹
𥻒	火木弓戈木
糨	火木弓戈戈
𮇣	火木弓戈戈
𥹠	火木弓戈弓
粦	火木弓戈手
𥹮	火木弓戈手
䊅	火木弓戈口
籸	火木弓十
籸	火木弓大
䊕	火木弓大手
粌	火木弓中
𥸬	火木弓中
𥹗	火木弓中木
𥺡	火木弓中木
粶	火木弓一水
糑	火木弓一一
𮇙	火木弓一山
𥼫	火木弓弓木
𥸷	火木弓人
糈	火木弓人月
𥼇	火木弓人月
𮇲	火木弓人心
𥼰	火木弓人廿
𥼈	火木弓人山
𥼨	火木弓手木
𢠴	火木弓手心
𬖨	火木弓手口
𬖿	火木弓手口
糨	火木弓口戈
𥺲	火木弓尸木
𬖖	火木弓尸一
𮇮	火木弓尸心
𰪪	火木弓女一
𥼡	火木弓難心
𥸪	火木人
𬖌	火木人
𥹃	火木人木戈
𣤹	火木人火人
䊒	火木人土
𥻬	火木人土水
𥼚	火木人土火
𫃃	火木人土中
𮇏	火木人竹竹
𥹕	火木人戈戈
䊱	火木人戈一
𥽁	火木人戈人
𥺴	火木人戈心
𮇯	火木人戈女
敉	火木人大
敩	火木人大
𢿵	火木人大
𡮋	火木人大
𮇈	火木人大弓
糩	火木人一日
𥺽	火木人一月
𮇡	火木人一金
𥺌	火木人一木
𥹕	火木人一中
𥸽	火木人一弓
𥽋	火木人一人
粭	火木人一口
𥻲	火木人一口
籺	火木人弓
糇	火木人弓大
𥼪	火木人人日
𬖒	火木人心
粚	火木人心木
𰪹	火木人手
𥹁	火木人尸
𮇴	火木人廿日
𥼣	火木人廿火
䊈	火木人田卜
𥼝	火木人卜月
𥼖	火木人卜大
𢘻	火木心
𢝲	火木心
𥹀	火木心
𭟡	火木心
𮇖	火木心日
𫂴	火木心木
粷	火木心火木
𥹅	火木心竹
粅	火木心竹竹
𥸼	火木心大
𬖕	火木心大大
𰪭	火木心人
粃	火木心心
𥻄	火木心心日
𥹑	火木心廿
𥻈	火木心廿木
𭫮	火木心廿木
𥸵	火木心山
𥻤	火木心山山
𱊉	火木心卜一
𢱀	火木手
𢰣	火木手
𥺕	火木手日山
𪇒	火木手月火
𥹯	火木手木
𥻣	火木手土戈
𥺈	火木手竹中
𫂶	火木手十
𥺅	火木手大戈
𰪾	火木手大手
𰫐	火木手大難
𥻪	火木手中金
精	火木手一月
𥼃	火木手一金
𰪫	火木手弓戈
𰪱	火木手弓戈
𬖐	火木手人
𬖏	火木口
𥻱	火木口月金
𮇠	火木口木
𥺆	火木口竹土
𥺐	火木口竹中
𥺓	火木口竹口
𥻢	火木口竹山
𥺏	火木口弓人
𮇎	火木口心
𥼾	火木口口木
𥼐	火木口口火
𮇿	火木口口心
𫃇	火木口尸十
𬖧	火木口尸中
𮇍	火木口尸中
𥺳	火木口女月
𮇟	火木口卜人
𬖥	火木尸月月
糏	火木尸火月
𥺫	火木尸火木
𥻐	火木尸火木
籾	火木尸竹竹
籾	火木尸竹戈
𬖪	火木尸竹十
𥹙	火木尸竹口
䊊	火木尸竹山
糮	火木尸戈廿
𥹢	火木尸十
𫃂	火木尸十水
𬗂	火木尸十十
籾	火木尸大
𮇄	火木尸中
𫂸	火木尸中月
𥺑	火木尸一水
𮇤	火木尸一火
䊮	火木尸一土
𮇝	火木尸一一
糮	火木尸一廿
粻	火木尸一女
粎	火木尸人
𥺶	火木尸人大
𥹆	火木尸心
𰫆	火木尸手火
粔	火木尸尸
𬖪	火木尸廿廿
𫃌	火木尸廿女
𥺷	火木尸山山
𥸭	火木廿
𰪧	火木廿
𥺮	火木廿日
𥽼	火木廿日土
糢	火木廿日大
糷	火木廿日田
糤	火木廿月大
糋	火木廿月弓
𰪿	火木廿月尸
粪	火木廿金
粠	火木廿金
𥼉	火木廿金月
𥻎	火木廿金土
𥺯	火木廿金竹
𥼤	火木廿金中
𥼜	火木廿金人
𥽒	火木廿木廿
糕	火木廿土火
𥻙	火木廿土大
𥼎	火木廿土卜
糒	火木廿竹月
𬖱	火木廿竹土
𫃕	火木廿戈心
𥹎	火木廿十
𥽒	火木廿十木
𫃊	火木廿十心
𮇗	火木廿大
䊟	火木廿中月
䊣	火木廿中金
𥼢	火木廿中木
𥽒	火木廿中木
𥽫	火木廿中火
䊔	火木廿中大
𰫖	火木廿中田
粓	火木廿一
糒	火木廿一月
